horizon,obs_NSE,persist_NSE,qpf_NSE,oracle_NSE
1,0.8931530479960941,0.9388473655915716,0.9228353518392524,0.9263950038797019
3,0.40610753630470986,0.3395291162202302,-0.03488279750230805,0.5770269988125294
7,0.09441128388457065,0.22847494452963923,0.22767010007699362,0.449526632350562
