horizon,persistence_NSE,routing_NSE,xgb_NSE,attn_NSE,attn_minus_routing
1,0.7867380401224399,0.860607554295459,0.910278326376242,0.9315365829949267,0.07092902869946771
3,0.16426558379212797,0.37955939293722174,0.45820986448882084,0.4436346685363364,0.06407527559911463
7,-0.39336700118011425,0.07195966105725238,0.07100510393051152,0.21706083515242725,0.14510117409517487
